id,brand,car_model,type,desc,problem,datetime,status
568558,福田汽车,时代康瑞,2014款 康瑞H2-3360-北京环保4J28TC,福田时代康瑞库存车 车架号有变更 油管开裂,"H168,M284,M283,",2021-01-29,信息审核
568556,北京现代,名图,2019款 1.8L 自动 智能型GLS 国VI,北京现代名图方向盘沉重 大灯进水,"D156,H88,",2021-01-29,信息审核
568555,东风悦达起亚,焕驰,2020款 改款 1.4L 自动 舒适天窗版,起亚焕驰购车后4S店拒绝提供合格证,"L313,O353,",2021-01-29,处理反馈
568554,广汽本田,凌派,2019款 180Turbo CVT 豪华版 国VI,广汽本田凌派发动机故障大修经销商无配件,"A34,J300,N318,",2021-01-29,处理反馈
568553,东风雪铁龙,雪铁龙C4L,2015款 1.2T 自动 豪华版,东风雪铁龙C4L正时皮带掉渣堵塞油泵,"A34,A45,",2021-01-29,处理反馈
568552,上汽大众斯柯达,昊锐,2012款 1.4TSI DSG 智雅版,斯柯达昊锐延长质保期内变速箱漏油,"B22,",2021-01-29,信息审核
568551,广汽丰田,YARiS L 致炫,2016款 1.5G CVT 炫动天窗版 改款,广汽丰田致炫发动机异响 车内顶灯开关失灵,"A9,H71,",2021-01-29,信息审核
568549,江淮汽车,瑞风M4,2020款 2.0CTI 柴油 手动 劲享型 国VI,江淮瑞风M4车辆无法启动4S店未救援,"A44,L314,",2021-01-29,处理反馈
568546,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408电源管理模块故障报警,"H110,",2021-01-29,用户评分
568545,上汽大众,桑塔纳,2018款 1.5L 自动 舒适版,上汽大众桑塔纳变速箱无法降挡希望厂家处理,"B20,",2021-01-29,信息审核
568542,一汽-大众奥迪,奥迪A6L,2018款 35 TFSI 双离合 时尚型,一汽大众奥迪A6L变速箱异响一直未解决	,"B33,",2021-01-29,信息审核
568540,观致汽车,观致5,2018款 1.6T 自动 尊贵型,观致5中控显示屏闪烁存在质量问题,"H134,",2021-01-29,信息审核
568539,一汽奔腾,奔腾B50,2016款 1.6L 手动 舒适型,一汽奔腾B50漆面大面积生锈4S店不予保修,"H79,",2021-01-29,处理反馈
568537,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙新车副驾驶有异响,"H79,H164,",2021-01-29,信息审核
568536,上汽通用五菱,宝骏530,2018款 1.5T 手动 精英型 国V,宝骏530经销商出售车辆有购买车辆保险记录,"M284,",2021-01-29,处理反馈
568534,一汽-大众,迈腾,2017款 330TSI DSG 尊贵型,一汽大众迈腾变速箱异响顿挫存在质量问题,"B33,B19,B115,",2021-01-29,处理反馈
568531,江铃汽车,驭胜S330,2016款 1.5L GTDi 自动 四驱 旗舰版,江铃驭胜S330仪表盘故障灯亮 刹车弹簧断裂,"H168,",2021-01-29,信息审核
568528,东风悦达起亚,KX3傲跑,2020款 1.5L CVT 潮流版,东风悦达起亚KX3傲跑保养后机油泄漏,"J300,J303,J304,",2021-01-29,用户评分
568524,东风本田,本田CR-V,2017款 240TURBO 自动 四驱 尊耀版,东风本田CR-V中控抬头显示盖板不回位,"H134,",2021-01-29,处理反馈
568523,上汽大众斯柯达,速派,2018款 TSI330 DSG 豪华版 国V,斯柯达速派变速箱换挡异响延迟 降挡顿挫,"B33,B19,",2021-01-29,信息审核
568521,吉利汽车,远景X6,2016款 1.3T CVT 旗舰型,吉利远景X6变速箱动力丢失故障灯亮,"B96,B334,",2021-01-29,处理反馈
568519,宝马（进口）,宝马X5,2021款 xDrive30i M运动套装,进口宝马X5行驶发动机舱异响 转向异响,"A9,D59,",2021-01-29,厂家受理
568517,奇瑞新能源,小蚂蚁,2021款 15万蚁粉款 蚁酷版,奇瑞小蚂蚁电动机噪音大 中控屏异响,"A341,H134,",2021-01-29,厂家受理
568516,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 悦享型,捷达VS5踩油门发动机舱有异响现象,"A9,",2021-01-29,处理反馈
568515,吉利汽车,嘉际,2019款 1.8TD 自动 舒享型,吉利嘉际厂家无配件导致车辆无法维修,"N318,",2021-01-29,处理反馈
568510,广汽本田,雅阁,2018款 2.0L 锐领版 锐·混动 国VI,广汽本田雅阁方向盘卡滞影响安全行驶,"D123,",2021-01-29,处理反馈
568509,华晨宝马,宝马1系,2020款 125i M运动套装,华晨宝马1系启动困难 怠速不稳希望处理,"A44,A35,",2021-01-29,信息审核
568507,野马汽车,野马T70,2017款 1.5T 手动 精英型 运动版 T70S,野马T70刹车盘异常磨损希望处理,"E47,",2021-01-29,信息审核
568506,领克,领克03,2018款 1.5TD DCT 劲Pro版 国V,领克03车身稳定系统故障 行驶熄火,"A14,H170,",2021-01-29,信息审核
568505,长安福特,翼虎,2018款 EcoBoost 180 两驱 豪翼型,长安福特翼虎挂D挡抖动严重希望处理,"A24,",2021-01-29,处理反馈
568502,北京现代,北京现代ix35,2019款 2.0L 自动 两驱 智勇·畅享版 国VI,北京现代ix35车灯起雾希望更换大灯,"H88,",2021-01-29,信息审核
568501,北京现代,菲斯塔,2019款 280TGDi 智速版 国V,北京现代菲斯塔车身抖动 玛吉斯轮胎变形	,"F142,H268,",2021-01-29,信息审核
568499,一汽-大众,捷达,2017款 1.5L 手动 舒适型,一汽大众捷达漆面开裂希望厂家处理问题,"H81,",2021-01-29,信息审核
568496,吉利汽车,帝豪GL,2020款 1.4T CVT 尊贵型,吉利帝豪GL变速箱换挡机构故障无法换挡,"B20,B77,",2021-01-29,用户评分
568493,比亚迪,比亚迪e6,2014款 先行者 自动 豪华版 5座,比亚迪e6动力电池故障电池严重亏电,"H343,",2021-01-29,处理反馈
568491,东风日产,奇骏,2014款 2.5L XL CVT 四驱 豪华版,东风日产奇骏天窗漏水空调漏氟不制冷,"H109,",2021-01-29,处理反馈
568490,北京现代,名图,2014款 1.8L 自动 尊贵型,北京现代名图发动机异响拉缸存在设计缺陷,"A329,",2021-01-29,信息审核
568488,一汽-大众,速腾,2020款 280TSI DSG 舒适型 国VI,一汽大众速腾发动机缺缸存在质量问题,"A34,",2021-01-29,处理反馈
568486,一汽丰田,卡罗拉,2018款 1.2T S-CVT GL智享版,一汽丰田卡罗拉行驶时变速箱异响顿挫,"B33,B19,",2021-01-29,信息审核
568485,一汽-大众,迈腾,2019款 380TSI DSG 豪华型 国V,一汽大众迈腾行驶时变速箱异响顿挫感强,"B33,",2021-01-29,信息审核
568484,一汽丰田,锐志,2013款 2.5V 尚锐导航版,一汽丰田锐志高温暴晒后车内有严重异味,"H185,",2021-01-29,信息审核
568483,江铃福特,撼路者,2017款 2.0T 自动 四驱 旗舰版 7座 汽油,福特撼路者车载系统花屏反复重启宕机,"H134,H155,",2021-01-29,信息审核
568481,广汽丰田,凯美瑞,2019款 改款 2.5G 豪华版,丰田凯美瑞新车座椅塌陷有非正常拆卸痕迹,"H169,M284,",2021-01-29,信息审核
568479,上汽大众,途观L,2021款 330TSI 自动 两驱 R-Line越享版,大众途观L新车仪表盘出现故障一直黑屏,"H202,",2021-01-29,信息审核
568476,东风日产,楼兰,2017款 2.5L XL 两驱 智尚版,东风日产楼兰三元催化器隔热铝板破裂,"H168,",2021-01-29,处理反馈
568475,东风日产,轩逸,2020款 1.6L XL CVT 悦享版,东风日产轩逸行驶时中控台A柱部位异响,"H93,H164,",2021-01-28,处理反馈
568474,北京现代,北京现代ix35,2018款 2.0L 自动 两驱 智勇·畅享版,北京现代ix35耐克森轮胎起皮脱落开裂,"F100,F186,",2021-01-28,处理反馈
568473,海马汽车,海马8S,2019款 1.6TGDI 自动 潮版,海马8S马帮合伙人推荐购车奖励厂家不兑现,"L313,",2021-01-28,信息审核
568472,北京越野,北京BJ90,2020款 4.0T 尊驾版,北京BJ90车辆零件缺失 方向跑偏 轴距虚标,"D154,G117,M279,Q350,",2021-01-28,用户评分
568471,上汽大众斯柯达,昊锐,2009款 1.8TSI 自动 智雅版,斯柯达昊锐车内异味 开空调气味刺鼻,"H185,H101,",2021-01-28,处理反馈
568465,一汽-大众,宝来,2019款 宝来·传奇 1.5L 手动 时尚型 国VI,一汽大众宝来胎压监测报警维修多次未解决,"H203,J298,",2021-01-28,用户评分
568464,北京奔驰,奔驰GLB,2020款 改款 GLB 200 动感型,北京奔驰GLB发动机异响减配碳罐阻尼器,"A9,Q350,",2021-01-28,信息审核
568463,长安汽车,奔奔E-Star,2020款 心动版,长安奔奔E-Star经销商隐瞒购车活动拒不履行,"L313,",2021-01-28,处理反馈
568460,吉利新能源,星越新能源,2019款 400T 驭星者 纯电动续航80KM,吉利星越新能源发动机抖动 辅助驾驶故障,"A24,H185,H101,H170,",2021-01-28,处理反馈
568455,理想,理想ONE,2020款 增程6座版,理想ONE官网交付定金经销商不予退还,"K309,",2021-01-28,信息审核
568452,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动前大灯进水希望尽快处理,"H88,",2021-01-28,信息审核
568451,一汽-大众,T-ROC探歌,2019款 280TSI DSG 两驱 舒适型 国VI,一汽大众探歌大灯发白 亮度不足,"H82,",2021-01-28,处理反馈
568450,北京现代,北京现代ix25,2015款 1.6L 自动 两驱 智能型 GLS 5座,北京现代ix25轮毂边缘出现氧化的现象,"H243,",2021-01-28,信息审核
568449,广汽三菱,奕歌,2019款 1.5T CVT 两驱 梦想版 国VI,广汽三菱奕歌天窗异响中控台异响后备箱异响,"H93,H89,H68,",2021-01-28,厂家受理
568448,吉利汽车,缤越,2020款 PRO 240T DCT 猎手,吉利缤越4S店贷款购车月供金额有欺诈嫌疑,"K307,",2021-01-28,信息审核
568444,北京现代,索纳塔,2020款 380TGDi TOP 自动 旗舰版,北京现代索纳塔新车方向盘有异响,"D59,",2021-01-28,信息审核
568442,广汽本田,皓影,2020款 240TURBO CVT 两驱 幻夜版,广汽本田皓影制动异响后轮偏磨 变速箱异响,"B33,E43,G245,",2021-01-28,用户评分
568441,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾刹车盘异常磨损 刹车偏软,"E43,E269,E47,",2021-01-28,处理反馈
568440,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度冷车启动发动机异响,"A9,",2021-01-28,处理反馈
568436,上汽大众斯柯达,速派,2018款 TSI280 DSG 舒适版 国V,斯柯达速派刹车盘磨损 变速箱异响 天窗异响,"B33,E47,H89,",2021-01-28,处理反馈
568431,上汽大众,途岳,2020款 330TSI 四驱 豪华版 国VI,上汽大众途岳发动机抖动变速箱顿挫轮胎开裂,"A24,B95,F100,",2021-01-28,处理反馈
568430,上汽大众,途观L,2021款 330TSI 自动 两驱 R-Line越享版,上汽大众途观L自动启停失效油耗翻倍,"A85,A114,H263,",2021-01-28,用户评分
568429,一汽-大众,宝来,2019款 改款 1.5L 自动 舒适型 国VI,一汽大众宝来发动机EPC故障灯亮,"A34,",2021-01-28,处理反馈
568428,一汽-大众捷达,捷达VS7,2020款 1.4T 自动 荣耀型,大众捷达VS7发动机动力不足 变速箱拖挡,"A163,B69,",2021-01-28,处理反馈
568427,一汽-大众,宝来,2019款 改款 280TSI DSG 精英型 国VI,一汽大众宝来刹车异响 车钥匙电池没电,"E43,H119,",2021-01-28,处理反馈
568425,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度发动机启动困难希望厂家处理,"A44,",2021-01-28,处理反馈
568421,上汽大众,途安,2018款 途安L 280TSI 自动 豪华版 7座,上汽大众途安变速器异响4S店无法处理,"B33,",2021-01-28,处理反馈
568416,上汽大众,凌渡,2015款 280TSI 手动 舒适版,上汽大众凌渡ABS轮速传感器缺陷车内异味,"E74,H185,H170,H203,",2021-01-28,处理反馈
568412,东风本田,本田XR-V,2021款 220TURBO CVT 豪华版,东风本田XR-V变速箱漏油希望厂家处理,"B22,",2021-01-28,用户评分
568411,一汽-大众,迈腾,2020款 330TSI DSG 领先型,一汽大众迈腾急加速时发动机异响严重,"A9,B19,H82,",2021-01-28,处理反馈
568409,广汽本田,飞度,2014款 1.5L 手动 LX舒适型,广汽本田飞度主驾驶座椅前后晃动严重,"H169,",2021-01-28,用户评分
568407,长城汽车,炮,2019款 2.0T 商用版 手动 两驱 精英型 标箱 GW4D20M 柴油,长城炮朝阳轮胎鼓包厂家不予解决,"F39,",2021-01-28,处理反馈
568406,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯亮度不足厂家拒绝更换,"H82,",2021-01-28,处理反馈
568404,东风雪铁龙,雪铁龙C2,2012款 1.4 手动 舒适型,东风雪铁龙C2右后桥轴承故障希望处理,"G83,",2021-01-28,处理反馈
568403,长安汽车,长安CS75 PHEV,2018款 1.5T PHEV 精英型,长安CS75 PHEV车机卡顿 影像模糊,"H134,H155,",2021-01-28,处理反馈
568402,一汽丰田,亚洲龙,2019款 2.0L 豪华版 国VI,一汽丰田亚洲龙油耗过高希望处理,"A85,",2021-01-28,信息审核
568401,昌河铃木,利亚纳A6,2014款 1.4L 手动 畅想型 两厢,昌河铃木利亚纳A6转向助力失效希望处理,"D112,",2021-01-28,信息审核
568395,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸刹车时前轮出现异响,"E43,",2021-01-28,用户评分
568390,江铃汽车,域虎5,2019款 2.0T 手动 四驱 进取 国VI 柴油,江铃域虎5发动机故障灯亮一直未解决	,"A34,",2021-01-28,信息审核
568388,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞怠速时发动机异响,"A9,",2021-01-28,信息审核
568387,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾变速箱升挡顿挫 中控异响,"B19,H93,",2021-01-28,处理反馈
568384,东风本田,本田CR-V,2018款 1.5T CVT 两驱 舒适版,东风本田CR-V机油增多希望尽快处理,"A339,",2021-01-28,处理反馈
568382,长城汽车,哈弗H2,2016款 1.5T 手动 两驱豪华型,哈弗H2转向异响沉重影响方向盘不正,"D59,D156,D154,",2021-01-28,处理反馈
568381,一汽-大众,高尔夫,2015款 1.6L 自动 舒适型,一汽大众高尔夫变速箱故障灯亮存在质量问题,"B96,",2021-01-28,处理反馈
568379,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国V,一汽大众奥迪A4L变速箱换挡抖动希望厂家处理,"B95,",2021-01-28,信息审核
568378,一汽-大众,速腾,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎开裂存在质量问题,"F100,",2021-01-28,处理反馈
568377,上汽集团,名爵5,2021款 180DVVT CVT 青春豪华版,名爵5抵押委托书格式不规范无法完成抵押,"O353,",2021-01-28,处理反馈
568376,SWM斯威汽车,SWM斯威X7,2016款 1.5T 舒适型,SWM斯威X7贷款还完后未交付车钥匙,"O324,",2021-01-28,厂家受理
568375,奇瑞汽车,捷途X70,2018款 1.5T 手动 悦行版,捷途X70发动机故障灯亮清除故障码未解决,"A34,",2021-01-28,处理反馈
568374,一汽-大众奥迪,奥迪A4L,2017款 quattro 2.0T 双离合 风尚型,一汽大众奥迪A4L变速箱升降挡时顿挫,"B19,",2021-01-28,信息审核
568373,上汽大众,途岳,2019款 330TSI 四驱 旗舰版 国VI,上汽大众途岳电瓶无法充电自动启停功能失灵,"H146,H263,H340,",2021-01-28,处理反馈
568372,广汽三菱,欧蓝德,2020款 2.4L 四驱 致享版 5座,三菱欧蓝德车内异响 车身生锈 车身共振,"H79,H268,H164,",2021-01-28,厂家受理
568371,长安福特,蒙迪欧,2013款 1.5T 自动 GTDi180时尚型,福特蒙迪欧发动机节气门处有严重渗油现象,"A12,",2021-01-28,用户评分
568369,一汽-大众,探岳,2019款 380TSI 四驱 R-Line 国V,一汽大众探岳大灯发白影响夜间照明,"H82,",2021-01-28,用户评分
568367,一汽-大众,速腾,2018款 280TSI 双离合 豪华型,一汽大众速腾发动机高压泵异响现象严重,"H78,",2021-01-28,处理反馈
568366,上汽通用五菱,五菱宏光,2018款 1.5L S 基本型,上汽通用五菱宏光经销商收取解压费,"K307,",2021-01-28,用户评分
568365,长安汽车,长安欧尚X70A,2018款 1.5L 手动 豪华型,长安欧尚X70A导航故障反复维修无法解决,"H21,",2021-01-28,用户评分
568360,广汽丰田,雷凌,2017款 185T CVT 精英版 国V 改款,广汽丰田雷凌怠速不稳低速时变速箱顿挫,"A35,B19,",2021-01-28,信息审核
568359,中国重汽,豪沃,仓栅式货车,重汽豪沃保单车架号与实车不符,"M284,",2021-01-28,信息审核
568358,领克,领克03,2021款 1.5TD DCT 劲 冠军版,领克03显示未挂P挡车辆无法启动,"B184,H110,H119,",2021-01-28,信息审核
568356,吉利汽车,博瑞,2016款 1.8T 舒适型,吉利博瑞发动机VVT组件问题导致发动机异响,"A9,",2021-01-28,处理反馈
568354,长安汽车,长安CS55,2017款 1.5T 手动 炫动型,长安CS55一挡起步时车身抖动严重,"C87,",2021-01-28,处理反馈
568352,广汽本田,皓影,2020款 240TURBO CVT 四驱 幻夜版,广汽本田皓影中控台异响严重希望处理,"H93,",2021-01-28,处理反馈
568347,东风日产,天籁,2020款 改款 2.0L XL Upper 智行版,东风日产天籁车载智联与厂家宣传不符,"M279,",2021-01-28,处理反馈
568345,长安福特,锐际,2020款 EcoBoost 245 两驱 聪慧悦享款,长安福特锐际车门开关时抖动 变速箱顿挫,"B19,H72,",2021-01-28,处理反馈
568343,广汽丰田,凯美瑞,2015款 2.0G 自动 领先版,广汽丰田凯美瑞前半轴防尘套漏油,"G51,",2021-01-28,信息审核
568342,长安沃尔沃,沃尔沃S80L,2012款 2.0T DCT T5 智雅版,长安沃尔沃S80L发动机故障灯亮希望处理,"A34,",2021-01-28,信息审核
568341,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选动感型,奥迪A6L四个轮毂有氧化情况存在质量问题,"H243,",2021-01-28,信息审核
568336,北汽新能源,EV系列,2014款 E150 EV 科技版,北汽新能源EV动力丢失 停放时间长拒绝保修,"A341,I297,",2021-01-28,用户评分
568332,东风英菲尼迪,英菲尼迪QX50,2018款 2.0T 两驱 菁英版,英菲尼迪QX50紧急行人保护装置无故弹开,"H170,",2021-01-28,信息审核
568331,福田汽车,欧曼,2008款 BJ4181SLFJA-6 牵引,福田欧曼差速器故障导致无法正常行驶,"H86,",2021-01-28,信息审核
568328,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408发动机熄火 烧机油严重,"A63,A14,",2021-01-28,处理反馈
568327,东风乘用车,风神AX7,2021款 PRO 1.6T 自动 智能版,东风风神AX7过颠簸路面车内异响变速箱顿挫,"B19,",2021-01-28,处理反馈
568326,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,一汽大众探岳车灯不亮希望厂家处理,"H82,",2021-01-28,处理反馈
568325,上汽大众,途观L,2020款 330TSI 自动 两驱 全景舒适版 国VI,上汽大众途观L油耗高动力不足希望厂家处理,"A163,",2021-01-28,处理反馈
568324,广汽本田,雅阁,2018款 260TURBO 豪华版 国VI,广汽本田雅阁车内和变速箱异响希望厂家处理,"B33,H164,",2021-01-28,处理反馈
568323,江西五十铃,瑞迈,2020款 2.5T 四驱 柴油 旗舰国VI 瑞迈S 标轴版 JE4D25Q6A,江西五十铃瑞迈发动机舱冒烟售后未解决,"A191,",2021-01-28,信息审核
568321,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜发白影响夜间照明,"H82,",2021-01-28,处理反馈
568320,广汽本田,雅阁,2018款 260TURBO 豪华版 国VI,广汽本田雅阁中控台异响 后轮吃胎偏磨,"G245,H93,",2021-01-28,信息审核
568314,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408发动机故障灯亮抖动无法加速,"A24,A44,",2021-01-28,处理反馈
568313,一汽-大众奥迪,奥迪Q3,2020款 35 TFSI 时尚动感型,一汽大众奥迪Q3大灯发白亮度不足,"H82,",2021-01-28,信息审核
568311,北京奔驰,奔驰GLB,2020款 GLB 200 时尚型,北京奔驰GLB发动机未安装电磁阀导致异响,"Q322,",2021-01-28,处理反馈
568310,一汽-大众,迈腾,2019款 330TSI DSG 领先型 国VI,一汽大众迈腾尾灯起雾 售后服务态度恶劣,"H88,I293,",2021-01-28,处理反馈
568307,东风雪铁龙,雪铁龙C4L,2014款 1.8L 自动 智驱版 劲享型,东风雪铁龙C4L防冻液渗漏希望厂家处理,"A37,",2021-01-28,处理反馈
568304,广汽本田,雅阁,2018款 230TURBO 舒适版 国V,广汽本田雅阁两后轮胎吃胎偏磨要求厂家处理,"G245,",2021-01-28,处理反馈
568295,一汽-大众,宝来,2011款 1.4TSI DSG 舒适型,一汽大众宝来变速箱抖动厂家不解决,"B95,",2021-01-28,处理反馈
568294,东风日产,逍客,2019款 2.0L CVT 智享版,东风日产逍客防侧滑故障报警发动机动力不足,"A163,H170,",2021-01-28,用户评分
568290,东风日产,楼兰,2019款 2.5L XE 两驱 精英版 国V,东风日产楼兰轮胎偏磨厂家拒绝处理,"G245,I295,",2021-01-28,处理反馈
568289,上汽大众,桑塔纳,2019款 1.5L 自动 舒适版 国V,上汽大众桑塔纳发动机漏油要求解决,"A12,",2021-01-28,处理反馈
568288,海马汽车,海马S5,2018款 1.5T 手动 豪华型,海马S5 4S店退网无售后服务希望尽快解决,"L313,O326,",2021-01-28,信息审核
568287,华晨中华,中华V3,2019款 1.5L 手动 舒适型,华晨中华V3后减震器漏油 4S店不予索赔,"G25,I297,",2021-01-28,信息审核
568282,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度座椅骨架变形而且晃动,"H169,",2021-01-28,处理反馈
568281,一汽-大众,迈腾,2017款 330TSI DSG 豪华型,大众迈腾变速箱故障需要更换变速箱阀体,"B84,",2021-01-28,处理反馈
568280,奇瑞捷豹路虎,捷豹XEL,2019款 2.0T 200PS 尊享版,奇瑞捷豹路虎XEL发动机和变速箱漏油,"A12,B22,",2021-01-28,处理反馈
568279,奇瑞汽车,瑞虎8,2018款 1.5TCI 自动 尊贵型 5座,奇瑞瑞虎8行驶时中控台异响严重,"H93,",2021-01-28,处理反馈
568276,上汽大众,途观L,2020款 330TSI 自动 两驱 全景舒适版 国VI,大众途观L变速箱异响4S店维修时间记录错误,"B33,O324,",2021-01-28,处理反馈
568274,福田汽车,伽途ix7,2018款 1.5L 标准型 DAM15DL,福田伽途ix7车身生锈异响十分严重,"H79,H15,",2021-01-28,信息审核
568273,广汽菲克Jeep,自由光,2016款 2.4L 领先版,广汽菲克Jeep自由光座椅零件脱落 座椅异响,"H169,I295,",2021-01-28,厂家受理
568271,一汽红旗,红旗H5,2020款 1.5T DCT 旗韵版,一汽红旗H5转向异响 仪表台出现异响,"D59,H93,",2021-01-28,信息审核
568269,北京现代,途胜,2015款 1.6T   双离合 两驱 智能型,北京现代途胜变速箱顿挫异响希望厂家处理,"B33,B19,",2021-01-28,信息审核
568268,上汽大众,凌渡,2015款 280TSI DSG 舒适版,上汽大众凌渡车内异味希望厂家处理问题,"H185,",2021-01-28,处理反馈
568267,上汽大众,凌渡,2019款 280TSI DSG 舒适版 国VI,上汽大众凌渡天窗异响售后未解决问题,"H89,",2021-01-28,处理反馈
568264,东风本田,INSPIRE,2019款 锐·混动 2.0L 净越版 国VI,东风本田INSPIRE空调异响希望厂家处理,"H101,",2021-01-28,处理反馈
568261,广汽本田,冠道,2017款 370TURBO 自动 四驱 尊享版,广汽本田冠道发动机和变速箱连接处漏油,"A12,B22,H119,H192,",2021-01-28,处理反馈
568259,吉利汽车,远景S1,2018款 1.4T CVT 锋享型,吉利远景S1车联网一直未更新希望处理,"H155,",2021-01-28,处理反馈
